"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC0600009629.hg.1",-2.2,"RP11-445F6.2",1.328778,-2.484646
"TC0600009678.hg.1",-1.17,"RP1-67K17.4",1.26388,2.211768
"TC0600009709.hg.1",-1.74,"MRPL42P3",-1.047965,2.176681
"TC0600009710.hg.1",2.12,"STX11",1.023123,1.102578
"TC0600009802.hg.1",-1.53,"SNORA2",-1.088559,-2.215757
"TC0600009862.hg.1",2.76,"AKAP12",1.269526,3.731356
"TC0600009928.hg.1",1.43,"MIR1273C",-1.509959,-2.328773
"TC0600009999.hg.1",-1,"HSPE1P26",-2.387963,-2.336939
"TC0600010000.hg.1",-1.18,"RNU6-786P",1,2.52713
"TC0600010026.hg.1",2.01,"EZR-AS1",-1.473564,-1.326946
"TC0600010056.hg.1",2.24,"WTAP",2.33042,1.722735
"TC0600010066.hg.1",2.62,"IGF2R",1.30434,1.411814
"TC0600010110.hg.1",2.1,"KRT8P44",-1.268664,1
"TC0600010350.hg.1",-1.07,"XX-C2158C12.1",-2.635141,-2.187799
"TC0600010512.hg.1",-2.01,"LINC01600",1,1
"TC0600010609.hg.1",2.22,"PXDC1",1.001568,1.168478
"TC0600010626.hg.1",4.64,"RP1-140K8.5",1,1
"TC0600010688.hg.1",-1.06,"LYRM4",2.147517,-1.079715
"TC0600010779.hg.1",-2.34,"LINC00518",1,1
"TC0600010867.hg.1",2.01,"MCUR1",-1.434183,-1.820758
"TC0600010917.hg.1",-1.78,"Y_RNA",2.329952,3.277806
"TC0600010948.hg.1",2.76,"NUP153",-1.466727,-1.42259
"TC0600010991.hg.1",1.05,"MBOAT1",2.026105,1.694253
"TC0600011059.hg.1",1.37,"DCDC2",1.193923,-2.030986
"TC0600011071.hg.1",1.47,"C6orf62",1.080381,-2.069669
"TC0600011109.hg.1",-1.48,"HIST1H2AA",1,-2.081899
"TC0600011145.hg.1",-1.21,"HIST1H4H",-2.970982,-1.989864
"TC0600011252.hg.1",1.85,"ZSCAN31",1.47611,2.13131
"TC0600011253.hg.1",-2.05,"ZSCAN12",1,1
"TC0600011255.hg.1",-2.05,"ZSCAN23",1,1
"TC0600011279.hg.1",-2.18,"ZNF90P2",1,1
"TC0600011298.hg.1",-1.18,"OR2G1P",-1.323245,2.0273
"TC0600011393.hg.1",-1.32,"Y_RNA",-3.144389,-1.200013
"TC0600011455.hg.1",3.02,"VARS",-1.345582,-1.199489
"TC0600011456.hg.1",-1.2,"Y_RNA",-1.418081,-2.069009
"TC0600011464.hg.1",1.04,"SLC44A4",-1.145438,-2.248527
"TC0600011502.hg.1",1.4,"MIR3135B",1.266924,-2.047992
"TC0600011517.hg.1",2.04,"HLA-DPA1",-1.263741,-1.263741
"TC0600011535.hg.1",1.05,"RGL2",-2.96329,1.129568
"TC0600011635.hg.1",1.18,"FKBP5",1.933708,2.190956
"TC0600011661.hg.1",2.59,"STK38",-1.048233,1
"TC0600011674.hg.1",1.18,"PPIL1",1.989023,2.264151
"TC0600011697.hg.1",2.45,"CCDC167",1.071239,-1.416293
"TC0600011700.hg.1",-2.76,"LOC105375042",1.10837,1.287533
"TC0600011801.hg.1",-2.02,"RP11-298J23.8",-1.069021,1
"TC0600011927.hg.1",2.19,"SUPT3H",-1.056205,1.504412
"TC0600011948.hg.1",-2.16,"CYP39A1",-1.382664,-3.03709
"TC0600012004.hg.1",1.09,"PGK2",-1.023677,2.258821
"TC0600012049.hg.1",-1.2,"GSTA7P",-1.798208,-5.303814
"TC0600012050.hg.1",1.22,"GSTA2",-1.039096,-3.960877
"TC0600012051.hg.1",-1.1,"GSTA12P",1.534852,2.403772
"TC0600012053.hg.1",-1.17,"GSTA1",1.075815,-2.969973
"TC0600012066.hg.1",2.61,"RNU6-464P",-1.19365,-1.060276
"TC0600012072.hg.1",1.61,"ELOVL5",2.413905,1.43178
"TC0600012097.hg.1",-2.01,"RP11-124I4.2",-1.416489,-1.270134
"TC0600012099.hg.1",-1.64,"CLNS1AP1",1.012611,-2.003219
"TC0600012123.hg.1",-1.15,"DST",-1.543258,-13.95577
"TC0600012194.hg.1",2.07,"RP5-1148A21.3",-1.039305,-2.036709
"TC0600012196.hg.1",2.04,"RPL9P18",1,1
"TC0600012212.hg.1",-1.37,"RNU7-66P",3.838014,-1.19075
"TC0600012240.hg.1",1.04,"LMBRD1",-1.442309,-2.035172
"TC0600012258.hg.1",1.19,"U3",-1.012864,2.275573
"TC0600012280.hg.1",1.42,"MIR4282",1.200803,2.0291
"TC0600012299.hg.1",2.01,"SLC17A5",1.246523,-1.023719
"TC0600012413.hg.1",-1.09,"IBTK",-1.216115,-2.281512
"TC0600012432.hg.1",1.26,"PGM3",-1.501204,-2.200208
"TC0600012452.hg.1",-2.23,"CEP162",-1.017889,1
"TC0600012495.hg.1",-1.29,"CGA",-2.09378,-3.604801
"TC0600012533.hg.1",1.18,"RNU2-61P",1.254941,2.26671
"TC0600012534.hg.1",-1.6,"RP11-63L7.5",1.15267,2.156915
"TC0600012539.hg.1",1.18,"GABRR1",-1.297775,-2.162185
"TC0600012562.hg.1",-2.16,"BACH2",-1.636133,2.11389
"TC0600012574.hg.1",-2.02,"CASC6",-1.265134,-1.142022
"TC0600012575.hg.1",-2.28,"MTCO1P56",-1.083441,1.173282
"TC0600012585.hg.1",1.03,"RP1-149C7.1",2.125821,1
"TC0600012625.hg.1",-1.08,"GPR63",1.296669,2.083357
"TC0600012735.hg.1",-1.2,"LOC105377924; RP3-335E1.1",-2.059266,-1.732409
"TC0600012820.hg.1",-1.1,"MIR7641-2",2.631251,1.602762
"TC0600012841.hg.1",-1.02,"RNU6-957P",-1.154557,2.152107
"TC0600012886.hg.1",-1.12,"RNU6-1226P",-1.64563,-2.333216
"TC0600012925.hg.1",1.28,"LINC01268",2.01373,1.287266
"TC0600012952.hg.1",1.52,"FRK",-1.243201,-2.123303
"TC0600012956.hg.1",2.01,"RP3-486I3.5",-1.112072,-1.370336
"TC0600012971.hg.1",-1.04,"ZUFSP",1,2.209393
"TC0600012992.hg.1",-1.44,"LOC101927919",-1.910169,-2.097077
"TC0600013019.hg.1",-1.15,"LOC285762",-2.141245,-1.27306
"TC0600013107.hg.1",2.17,"VIM2P",-1.019357,1
"TC0600013115.hg.1",-1.08,"ECHDC1",-1.341726,-2.044602
"TC0600013137.hg.1",1.19,"Y_RNA",1.090705,-2.304094
"TC0600013147.hg.1",-2.25,"ARHGAP18",1,1
"TC0600013165.hg.1",2.37,"EPB41L2",1.002922,1.197105
"TC0600013203.hg.1",2.76,"VNN1",1.139704,1.149311
"TC0600013231.hg.1",2.57,"SGK1",-2.005386,-1.758969
"TC0600013264.hg.1",1.2,"HMGB1P17",1,2.622877
"TC0600013316.hg.1",1.06,"LOC100130476; RP11-356I2.4",1.067133,2.085191
"TC0600013322.hg.1",-2.03,"RP11-10J5.1",1,1.521284
"TC0600013350.hg.1",3.07,"REPS1",-1.082518,-1.082518
"TC0600013361.hg.1",2.32,"CITED2",1.009933,1.069585
"TC0600013409.hg.1",2.2,"HIVEP2",1.29826,1.068554
"TC0600013459.hg.1",-2.72,"RP3-466P17.2",1.064577,1.064577
"TC0600013469.hg.1",-2.38,"LOC101928661; RP11-715G15.1",1.022443,-1.240146
"TC0600013523.hg.1",1.05,"PPIL4",-2.758282,-1.043615
"TC0600013550.hg.1",1.07,"SSR1P1",-2.007207,1.232912
"TC0600013743.hg.1",-1.02,"TAGAP",-2.481737,-1.14795
"TC0600013849.hg.1",-1.08,"MEAT6",2.422035,1.16504
"TC0600013880.hg.1",2.14,"SFT2D1",-1.087383,-1.276099
"TC0600013997.hg.1",2.05,"LOC101929504; RP11-417E7.2",1,1
"TC0600013998.hg.1",1.41,"THBS2",1.730106,2.323678
"TC0600014085.hg.1",1.03,"HIST1H2AH",-2.392535,-1.655377
"TC0600014092.hg.1",-2.46,"ZNRD1-AS1_3",1.189899,1.11
"TC0600014100.hg.1",-1.14,"VARS2",-2.113113,-1.225823
"TC0600014108.hg.1",2.05,"C4A",-1.045295,-1.025878
"TC0600014143.hg.1",1.06,"PHF3",-1.752276,-3.470444
"TC0600014150.hg.1",2.8,"SMIM8",1.726499,-1.080531
"TC0600014154.hg.1",2.05,"SLC35A1",1,-1.291932
"TC0600014202.hg.1",1.06,"FGFR1OP",1.189421,-2.569576
"TC0600014217.hg.1",3.24,"SERPINB1",1.015127,-1.316421
"TC0600014255.hg.1",2.09,"UBD",1,1.25998
"TC0600014304.hg.1",2.26,"RP11-154D6.1",1,1.060056
"TC0600014307.hg.1",-1.31,"RP3-331H24.7",-3.016028,-3.540295
"TC0600014308.hg.1",-2.34,"MIR30C2",1,1
"TC0600014318.hg.1",2.47,"FAM46A",-1.013124,-1.060864
"TC0600014321.hg.1",1.08,"SNX14",-1.139981,-2.350992
"TC0600014346.hg.1",-1.13,"RP13-143G15.3; RP13-143G15.4",-3.065368,-1.559399
"TC0600014349.hg.1",-1.15,"RP1-225E12.2",1.051785,2.119465
"TC0600014362.hg.1",2.57,"TFB1M",-1.16571,-2.086493
"TC0700006512.hg.1",2.39,"INTS1",1.308352,1.080051
"TC0700006520.hg.1",-1.06,"MAFK",-2.072325,1.090636
"TC0700006626.hg.1",1.33,"LOC221946",-2.247638,-1.780534
"TC0700006662.hg.1",1.27,"C1GALT1",1.332089,-2.025727
"TC0700006679.hg.1",2.02,"RNU6-534P",1.11608,1.168664
"TC0700006704.hg.1",-2.24,"AC006373.1",1,1
"TC0700006783.hg.1",3.96,"TSPAN13",1.926003,1.517735
"TC0700006856.hg.1",2.48,"RPL23P8",1,1
"TC0700006899.hg.1",2.3,"SNORD93",2.514933,2.163534
"TC0700006928.hg.1",-2.17,"CCDC126",-1.015289,-1.015289
"TC0700006984.hg.1",1.11,"SNX10",-1.337696,-2.988621
"TC0700007000.hg.1",-1.28,"HOTAIRM1",1,2.025952
"TC0700007111.hg.1",-1.34,"CCDC129",-2.343379,-2.343379
"TC0700007137.hg.1",1.14,"BBS9",-1.527889,-2.355429
"TC0700007202.hg.1",-1.3,"AC006960.7",-2.327207,-2.327207
"TC0700007224.hg.1",-1.11,"RNU6-565P",-2.491907,-1.08245
"TC0700007256.hg.1",2.2,"KRT8P20",1,-1.070511
"TC0700007285.hg.1",2.15,"CDK13",1.064983,1.423932
"TC0700007312.hg.1",-2.01,"INHBA-AS1",1.107802,1.931043
"TC0700007361.hg.1",2.26,"UBE2D4",-1.017564,-1.017564
"TC0700007406.hg.1",-2.63,"MYO1G",1,1.106904
"TC0700007434.hg.1",3.21,"IGFBP1",2.123935,3.03219
"TC0700007446.hg.1",1.26,"EPS15P1",1.414223,2.82492
"TC0700007450.hg.1",-1.19,"AC004870.4",1.097324,2.365869
"TC0700007508.hg.1",1.09,"RNU6-1091P",-2.208383,-2.037726
"TC0700007559.hg.1",1.17,"RNF138P2",2.263303,1.965845
"TC0700007586.hg.1",-1.03,"RNU6-1125P",2.285532,1
"TC0700007624.hg.1",-2.25,"RNU6-1126P",1,1
"TC0700007678.hg.1",1.3,"MTND2P6",1.010781,2.462015
"TC0700007685.hg.1",-1.23,"RNU7-157P",-2.298623,-1.289552
"TC0700007720.hg.1",-1.04,"ARAFP3",1.135966,2.310828
"TC0700008004.hg.1",1.77,"GTF2IRD1",-1.661262,-2.103409
"TC0700008055.hg.1",-1.28,"Y_RNA",1.016514,-2.595478
"TC0700008075.hg.1",2.03,"RPL7L1P3",1,-1.486851
"TC0700008116.hg.1",-1.18,"AC007003.1",2.214407,2.676114
"TC0700008246.hg.1",1.07,"DMTF1",2.08252,-1.504819
"TC0700008300.hg.1",-2.11,"LOC101409256",1.595613,1.156272
"TC0700008302.hg.1",-1.05,"TVP23CP1",1.128448,2.144319
"TC0700008351.hg.1",1.77,"GNG11",2.038277,1.968136
"TC0700008367.hg.1",-2.16,"PEG10",-1.248642,-1.522582
"TC0700008410.hg.1",-1.11,"RNU6-364P",1.159739,2.005428
"TC0700008435.hg.1",1.42,"TAC1",-2.098415,-2.57998
"TC0700008450.hg.1",1.51,"LMTK2",1.298638,-2.058923
"TC0700008524.hg.1",1.36,"CNPY4",-2.130586,-1.823854
"TC0700008561.hg.1",2.19,"POP7",1.125776,1.125776
"TC0700008597.hg.1",2.11,"CUX1",1.229379,1
"TC0700008678.hg.1",2.56,"EIF4BP6",-1.155582,-1.367756
"TC0700008690.hg.1",2.43,"KMT2E",-1.067569,-1.390564
"TC0700008745.hg.1",-2.89,"PRKAR2B",1,1
"TC0700008753.hg.1",-1.27,"GPR22",-1.641642,-2.010591
"TC0700008789.hg.1",-1.43,"AC004014.3",-2.483182,-2.483182
"TC0700008878.hg.1",-1.06,"CAPZA2",1,-2.183012
"TC0700008885.hg.1",-1.24,"ST7-AS2_1",-1.086652,2.169706
"TC0700008970.hg.1",-1.52,"RP11-390E23.6",6.118507,4.770927
"TC0700009082.hg.1",-1.25,"SMO",-2.063295,-1.200529
"TC0700009092.hg.1",-1.13,"RNU1-72P",-1.619367,-3.883722
"TC0700009174.hg.1",1.07,"MKLN1",-1.029704,-2.247622
"TC0700009236.hg.1",1.15,"CALD1",-1.958163,-3.27926
"TC0700009337.hg.1",2.29,"C7orf55-LUC7L2; LUC7L2; C7orf55",1,1
"TC0700009352.hg.1",-2.01,"TBXAS1",-1.013046,-1.013046
"TC0700009421.hg.1",-2.62,"TRBV8-1",1,1.216217
"TC0700009482.hg.1",1.14,"TAS2R39",-1.063058,-2.278604
"TC0700009520.hg.1",2.07,"OR2A41P",1,1.39119
"TC0700009592.hg.1",1.1,"RN7SL569P",2.009742,2.009742
"TC0700009725.hg.1",-1.04,"GALNTL5",-1.84109,-2.368428
"TC0700009735.hg.1",-2.14,"SEPT7P6",1,1
"TC0700009748.hg.1",2.23,"ACTR3B",1.023137,-1.514058
"TC0700010185.hg.1",2.08,"EIF2AK1",1,1.11268
"TC0700010257.hg.1",2.86,"ICA1",1,1.32702
"TC0700010329.hg.1",1.35,"GTF3AP5",1,2.112776
"TC0700010345.hg.1",-2.35,"ISPD",-1.502089,-1.502089
"TC0700010358.hg.1",1.02,"AGR3",1.13673,2.868269
"TC0700010376.hg.1",1.93,"SNX13",-1.067888,-2.133777
"TC0700010520.hg.1",-1.31,"AC091705.1",1,2.607325
"TC0700010555.hg.1",-2.17,"HMGB3P20",1,1.066209
"TC0700010687.hg.1",1.78,"KBTBD2",-1.593545,-3.182124
"TC0700010692.hg.1",-2.61,"NT5C3A",1,1
"TC0700010703.hg.1",-2.05,"RP11-89N17.2",1,1.092142
"TC0700010750.hg.1",-1.57,"Y_RNA",1.020368,-2.025208
"TC0700010783.hg.1",-1.08,"TRGV5P; TRGV5",-2.236154,-1.141523
"TC0700010822.hg.1",2.1,"RWDD4P2",1,1
"TC0700010899.hg.1",1.06,"POLR2J4",-2.371187,-1.26964
"TC0700010910.hg.1",-1.04,"POLD2",-2.167031,-1.530581
"TC0700010960.hg.1",1.16,"TCONS_l2_00026555",-1.309958,-2.359956
"TC0700011239.hg.1",-1.17,"ZNF90P3",1,-2.373523
"TC0700011267.hg.1",-1.12,"VN1R35P",-2.203627,-1.310675
"TC0700011276.hg.1",-1.13,"MTCO3P8",-2.59483,1.069458
"TC0700011279.hg.1",-2.21,"MTCO1P8",1.250816,1.447838
"TC0700011410.hg.1",1.26,"MTND4P3",2.17819,1.061445
"TC0700011426.hg.1",-2.78,"MTCO1P25",1.468212,1.530836
"TC0700011475.hg.1",2.04,"RP11-313P13.5",1.111918,1.111918
"TC0700011480.hg.1",-1.21,"Y_RNA",1.104291,-2.474762
"TC0700011490.hg.1",-1.1,"RNU6-1080P",1.666868,3.955857
"TC0700011492.hg.1",1.01,"Y_RNA",-1.072011,-2.235845
"TC0700011510.hg.1",2.02,"RFC2",-1.121337,-1.121337
"TC0700011563.hg.1",2.27,"STYXL1",-1.112805,-1.006593
"TC0700011611.hg.1",1.23,"RNU6-530P",2.314034,1
"TC0700011653.hg.1",-1.1,"MTHFD2P5",1.041505,2.327466
"TC0700011688.hg.1",-2.34,"AC005009.2",-1.255768,-1.226009
"TC0700011705.hg.1",2.3,"ABCB4",1.149614,1.101485
"TC0700011770.hg.1",1.08,"KRIT1",1.030689,-3.035449
"TC0700011796.hg.1",-2.28,"SAMD9",-1.538826,-2.460531
"TC0700011831.hg.1",1.57,"PON1",-1.22454,-2.634847
"TC0700011851.hg.1",-1.37,"MIR591",2.583076,1.331959
"TC0700011929.hg.1",2.55,"SMURF1",1.904287,1.884654
"TC0700011977.hg.1",-1.07,"GAL3ST4",-2.302243,-2.077574
"TC0700012044.hg.1",2.01,"FIS1",1.056176,1.056176
"TC0700012045.hg.1",1.03,"RNU6-1104P",2.181349,1.73598
"TC0700012073.hg.1",-2.13,"SNORA48",-1.010998,-1.010998
"TC0700012122.hg.1",-2.49,"DNAJC2",1,1
"TC0700012142.hg.1",-1.23,"KMT2E-AS1; LINC01004",2.202146,1.822918
"TC0700012159.hg.1",-1.46,"PUS7",-2.054148,1.28674
"TC0700012165.hg.1",1.38,"ATXN7L1",-2.167212,1.206602
"TC0700012202.hg.1",-2.18,"CTA-363E19.2",1.577106,1.38297
"TC0700012203.hg.1",2.29,"COG5",1.62642,1.727229
"TC0700012224.hg.1",2.51,"LAMB1",2.890422,4.190958
"TC0700012228.hg.1",-2.03,"LAMB4",1.100714,1.043999
"TC0700012259.hg.1",-3.19,"AC073326.3",1.839164,-1.129403
"TC0700012338.hg.1",-2.05,"LOC102724434; AC073130.1",-1.265669,1
"TC0700012360.hg.1",-1.13,"AC106873.4",-2.065384,1
"TC0700012415.hg.1",-1.19,"RP4-797C5.2",-2.129552,-1.360805
"TC0700012424.hg.1",-1.84,"RNU6-517P",1.187436,-2.201978
"TC0700012479.hg.1",-2.16,"POT1",1.103533,-1.258967
"TC0700012554.hg.1",-2.16,"RP11-309L24.10",1,1
"TC0700012555.hg.1",2.04,"TNPO3",-1.10073,1.066209
"TC0700012633.hg.1",2.25,"MKLN1-AS",1,-1.046382
"TC0700012680.hg.1",1.27,"SLC35B4",-1.288007,-3.040144
"TC0700012742.hg.1",-1.3,"SNORA51",1.093733,2.498115
"TC0700012755.hg.1",2.77,"KIAA1549",1,1
"TC0700012801.hg.1",-1.02,"RNU6-797P",-1.099609,-2.042619
"TC0700012839.hg.1",-1.49,"WEE2-AS1",-1.430292,-2.327611
"TC0700012854.hg.1",-2.08,"MOXD2P",-1.278666,-1.278666
"TC0700012873.hg.1",-2.35,"OR6W1P",1.12192,-1.246273
"TC0700013080.hg.1",2.45,"RHEB",1.696157,1.425956
"TC0700013178.hg.1",1.47,"BLACE",-1.761873,-2.030127
"TC0700013291.hg.1",2.27,"ESYT2",1,-1.762007
"TC0700013331.hg.1",2.27,"RNF216P1",1.490989,1.409418
"TC0700013352.hg.1",-1.26,"AC083864.4",2.287133,-1.284253
"TC0700013356.hg.1",2.27,"EPDR1",1.040077,1.913229
"TC0700013368.hg.1",1.32,"ZNF736",-1.497836,-2.005637
"TC0700013371.hg.1",-1.47,"ZNF138",-1.917226,-2.144484
"TC0700013509.hg.1",-1.15,"DAGLB",-2.013354,1.060585
"TC0700013567.hg.1",1.32,"LINC00174",1,-2.828564
"TC0700013568.hg.1",1.22,"GTF2IP9",-3.188548,-1.566875
"TC0700013579.hg.1",-1.34,"SEMA3A",-2.613694,-2.580499
"TC0700013581.hg.1",-1.13,"STEAP4",1.426312,2.985308
"TC0700013606.hg.1",2.39,"THAP5",-1.166349,-1.805828
"TC0700013615.hg.1",2.42,"ZNF800",-1.047928,-1.047928
"TC0700013627.hg.1",-2.82,"SLC37A3",1,1
"TC0800006447.hg.1",2.45,"FBXO25",-1.130883,-1.515465
"TC0800006625.hg.1",-2.15,"ZNF705B",-1.093331,1.109223
"TC0800006668.hg.1",1.35,"RP11-10A14.4; RP11-10A14.9",1.30238,2.041444
"TC0800006738.hg.1",3.2,"MTMR9",1.194354,-1.822754
"TC0800006809.hg.1",1.04,"RP11-10C8.2",2.020875,1.365699
"TC0800006837.hg.1",1.29,"TUSC3",-1.463731,-2.280832
"TC0800006866.hg.1",2.15,"VPS37A",1.081347,-1.072042
"TC0800006909.hg.1",-2.86,"RP11-618M23.2",1,1.047086
"TC0800006921.hg.1",-2.43,"RP11-1105O14.1",1,1
"TC0800006982.hg.1",-2.01,"RNU6-336P",1.31821,-1.290401
"TC0800007007.hg.1",2.02,"TNFRSF10C",-1.373227,1.072829
"TC0800007018.hg.1",2.43,"R3HCC1",-1.127119,-1.328437
"TC0800007120.hg.1",-1.42,"RNU6-1276P",2.096845,4.066789
"TC0800007133.hg.1",-1.07,"RNU6-178P",2.274343,1.568722
"TC0800007168.hg.1",-1.42,"RP11-489E7.1",1,2.063981
"TC0800007169.hg.1",1.07,"FAM183CP",1.298908,2.068436
"TC0800007218.hg.1",-1.08,"RP11-566H8.1",-2.436263,-1.844129
"TC0800007228.hg.1",-1.71,"NRG1-IT3",2.699833,1.353139
"TC0800007312.hg.1",2.43,"RP11-205M5.3",1,1.113437
"TC0800007374.hg.1",1.25,"RP11-122L4.1",-1.302533,3.334106
"TC0800007377.hg.1",1.08,"ADAM18",1.492841,2.258367
"TC0800007439.hg.1",2.02,"POLB",1,1.313203
"TC0800007478.hg.1",1.07,"CYP4F44P",-2.21114,-2.121523
"TC0800007515.hg.1",-1.11,"RP11-350F16.1",1.488501,2.074812
"TC0800007603.hg.1",-2.16,"BRIX1P1",1.060136,1
"TC0800007662.hg.1",2.07,"SOX17",1,-1.171105
"TC0800007735.hg.1",1.29,"UBXN2B",-1.186268,-2.306923
"TC0800007767.hg.1",-1.43,"RAB2A",1.569168,3.062883
"TC0800007846.hg.1",2.4,"DNAJC5B",1,1
"TC0800007942.hg.1",-2.03,"RNA5SP271",1.075867,1.054603
"TC0800007978.hg.1",1.13,"LY96",-2.144498,-1.415557
"TC0800008027.hg.1",-1.44,"RP11-91P17.1",-1.584579,-2.330824
"TC0800008064.hg.1",1.03,"RP11-48B3.4",-2.13434,-1.47189
"TC0800008145.hg.1",2.04,"WWP1",1,-1.440211
"TC0800008197.hg.1",-1.74,"OTUD6B",1,-2.502049
"TC0800008205.hg.1",-1.31,"RN7SKP231",-2.023748,-2.060407
"TC0800008225.hg.1",-1.22,"MIR8084",2.678378,2.678378
"TC0800008243.hg.1",2.57,"PDP1",-1.183115,-1.930774
"TC0800008266.hg.1",-1.06,"DPY19L4",-1.167158,-2.164675
"TC0800008323.hg.1",1.09,"RPS23P1",2.388806,2.009046
"TC0800008370.hg.1",1.78,"POLR2K",-1.526958,-2.001749
"TC0800008401.hg.1",-1.68,"RN7SKP249",-2.15463,-1.215905
"TC0800008434.hg.1",1.2,"UBR5-AS1",-3.019584,-3.515257
"TC0800008439.hg.1",1.12,"RNU6ATAC8P",2.544955,1.539477
"TC0800008461.hg.1",-1.02,"KB-1507C5.3",-1.404454,-2.019489
"TC0800008466.hg.1",1.11,"NPM1P52",1.746528,3.319165
"TC0800008501.hg.1",-2.32,"RP11-642D21.1",1,1
"TC0800008510.hg.1",-2.07,"OXR1",-1.630563,-3.917628
"TC0800008521.hg.1",-1.27,"PGAM1P13",1.063367,2.177707
"TC0800008665.hg.1",1.64,"MIR548AZ",-1.031733,-2.509361
"TC0800008679.hg.1",-1.43,"COL14A1",1.712852,2.53564
"TC0800008745.hg.1",-1.59,"MIR548AA1",-1.589122,-2.383266
"TC0800008783.hg.1",1.53,"SQLE",-2.039308,-1.422315
"TC0800008832.hg.1",-2.53,"PCAT1",1,1
"TC0800008845.hg.1",1.06,"MYC",-3.034293,1.145931
"TC0800008864.hg.1",-1.29,"RN7SKP226",-2.175053,-1.092331
"TC0800009161.hg.1",-1.16,"RP11-706C16.7",-1.093392,-2.209837
"TC0800009202.hg.1",2.04,"RP11-661A12.9",1.054092,-1.126322
"TC0800009309.hg.1",-1.1,"OR4F21",-2.266035,-1.10824
"TC0800009331.hg.1",2.25,"ERICH1",1.032513,-1.628857
"TC0800009418.hg.1",-1.2,"ANGPT2",1,-2.234822
"TC0800009429.hg.1",-1.5,"DEFB1",1.547511,-2.126337
"TC0800009462.hg.1",-1.38,"ZNF705G",-2.422976,-1.630517
"TC0800009529.hg.1",1.37,"PPP1R3B",-1.10847,-3.073366
"TC0800009764.hg.1",-1.27,"PSD3",-1.162113,-2.093867
"TC0800009927.hg.1",-2.2,"EBF2",-1.082435,-1.082435
"TC0800010012.hg.1",1.12,"MIR3148",1.473115,2.387846
"TC0800010081.hg.1",2.36,"RNF122",1.150635,1.330188
"TC0800010106.hg.1",-1.23,"RP11-89M20.2",-2.302865,-1.700937
"TC0800010127.hg.1",-1.45,"RP11-150O12.3",2.086883,2.086883
"TC0800010245.hg.1",-1.2,"RP11-360L9.7",1.35089,-2.361494
"TC0800010305.hg.1",-1.05,"VN1R46P",1.037132,2.409293
"TC0800010310.hg.1",1.04,"AFG3L2P1",2.862668,-1.124006
"TC0800010417.hg.1",-1.75,"PCMTD1",-1.368656,-2.204879
"TC0800010426.hg.1",-2.74,"FAM150A",-1.127096,1.280636
"TC0800010495.hg.1",-1.39,"SNORA1",2.269603,1.240146
"TC0800010504.hg.1",2.36,"MOS",1.050459,1
"TC0800010517.hg.1",1.08,"RP11-17A4.3",1,2.300887
"TC0800010524.hg.1",2.11,"IMPAD1",1.708477,-1.072933
"TC0800010544.hg.1",2.28,"LOC101929528; RP11-716D16.1",1,1.412881
"TC0800010551.hg.1",-4.62,"CYP7A1",-1.079857,-3.216429
"TC0800010553.hg.1",1.34,"NSMAF",-2.033606,1.141697
"TC0800010631.hg.1",-1.41,"TTPA",1.037931,-2.115179
"TC0800010640.hg.1",-1,"RN7SKP135",-1.758104,-2.269257
"TC0800010662.hg.1",-1.04,"CTD-3025N20.3",2.017726,1.015373
"TC0800010715.hg.1",-2.1,"RPL31P40",-1.027516,1.231503
"TC0800010746.hg.1",2.29,"PRDM14",1,1
"TC0800010776.hg.1",2.17,"TRAPPC2P2",-1.53985,1.261657
"TC0800010831.hg.1",-2.18,"MIR5681B",1,-2.09378
"TC0800010835.hg.1",1.73,"RP11-758M4.4",1.322154,-4.127247
"TC0800010910.hg.1",-1.16,"Y_RNA; RP11-48B3.5",1.284547,-2.182482
"TC0800010945.hg.1",-1.07,"SLC10A5",-1.148794,-4.003745
"TC0800010949.hg.1",-2.36,"SNX16",1.905487,1.419595
"TC0800011046.hg.1",-1.04,"RP11-642C5.1",1,2.72909
"TC0800011061.hg.1",-2.04,"NBN",1,-1.006509
"TC0800011092.hg.1",-1.1,"MIR7641-2",2.631251,1.602762
"TC0800011137.hg.1",-2.05,"RAD54B; FSBP",-1.603518,-1.343858
"TC0800011150.hg.1",-1.14,"TP53INP1",-1.145851,-2.420693
"TC0800011188.hg.1",-1.44,"KB-1000E4.2",1.013566,2.238915
"TC0800011207.hg.1",-2.31,"SNORA72",1,-1.198101
"TC0800011256.hg.1",-2.23,"KB-173C10.1",1.345657,1
"TC0800011312.hg.1",-1.14,"RRM2B",-1.019449,-3.993324
"TC0800011313.hg.1",-1.17,"SUMO2P19",-2.347134,-2.679772
"TC0800011365.hg.1",-1.14,"RP11-318M2.3",-2.134725,1
"TC0800011424.hg.1",1.09,"RP11-778D12.2",1.012134,2.689298
"TC0800011452.hg.1",-1.09,"RSPO2",-1.238763,-2.241602
"TC0800011472.hg.1",1.15,"NUDCD1",-1.193601,-2.067704
"TC0800011500.hg.1",-1.24,"LINC01609",1.674186,2.675429
"TC0800011532.hg.1",-1.04,"TRPS1",-2.087173,-2.178311
"TC0800011625.hg.1",-1.16,"TAF2",-2.237348,-2.363311
"TC0800011681.hg.1",-1.37,"U4",1,-2.323888
"TC0800011691.hg.1",2.33,"ANXA13",-1.096716,-2.341625
